id_column	sentence	label	annotated_at
531	Currently, there are several experimental therapies with demonstrated in vitro activity against COVID-19 used in clinical practice, including hydroxychloroquine, remdesivir, interleukin-6 pathway inhibitors, and convalescent plasma; however, to date no agent has proven efficacy against COVID-19.	negative	2021-01-22 01:25:18
366	Introduction: Recently, researchers from China and France reported on the effectiveness of chloroquine and hydroxychloroquine for the inhibition of SARS-CoV-2 viral replication in vitro.	positve	2021-01-22 01:25:31
652	Utilization of hydroxychloroquine, chloroquine, and supportive therapy drugs in hospitals in New York during the early weeks of the coronavirus disease 2019 (COVID-19) pandemic was analyzed.	neutral	2021-01-22 01:25:49
364	The aim of this trial is to identify the effect of ambulatory treatment in early COVID-19 disease with hydroxychloroquine on the rate of hospitalization or death in older patients above the age of 64.	neutral	2021-01-22 01:26:09
158	Chloroquine and Hydroxychloroquine in COVID-19: Practice Implications for Healthcare Professionals.	neutral	2021-01-22 01:26:18
269	Leur arrêt n’est recommandé qu’en cas d’infection avérée à SARS-CoV-2, à l’exception de la prednisone, de l’hydroxychloroquine et de la sulfasalazine qui peuvent être poursuivis.	neutral	2021-01-22 01:26:58
96	Given the lack of antiviral therapies or vaccines for the disease, the antimalarial drug hydroxychloroquine (HCQ) obtained much attention as a treatment for COVID-19.	positve	2021-01-22 01:27:08
302	Arrhythmic safety of hydroxychloroquine in COVID-19 patients from different clinical settings.	neutral	2021-01-22 01:27:34
530	Taking curcumin as a reference compound, we identified a new commercially available cyclohexanone compound, ZINC07333416 with binding energy (-8.72 kcal/mol) better than that of popularly devised anti-Covid-19 drugs like viral protease inhibitor Lopinavir, nucleoside analogue Remdesivir and the repurposed drug hydroxychloroquine when targeted to the active-site of SARS-CoV-2 Main protease (Mpro) through docking studies.	neutral	2021-01-22 01:28:23
281	The effects of chloroquine/hydroxychloroquine may be fully explained only when also considering the capacity of this drug to increase the death rate of SARS-CoV-2-infected cells, in this case by enhancing the cell-mediated immune response.	positve	2021-01-22 01:29:14
109	Chloroquine and Hydroxychloroquine Retinal Toxicity Consideration in the Treatment of COVID-19.	negative	2021-01-22 01:29:36
444	We summarized antiviral drugs against SARS-CoV-2, such as remdesivir, hydroxychloroquine and favipiravir.	neutral	2021-01-22 01:29:44
154	After the publications on hydroxychloroquine (HCQ) with anti- SARS-COV-2 activity in vitro, a small, non-randomized, open-label clinical trial showed that HCQ treatment was significantly associated with reduced viral load in patients with coronavirus disease-19 (COVID-19).	positve	2021-01-22 01:30:02
369	Structural and molecular modelling studies reveal a new mechanism of action of chloroquine and hydroxychloroquine against SARS-CoV-2 infection.	positve	2021-01-22 01:30:26
200	Hydroxychloroquine (HCQ) for coronavirus disease 2019 (COVID-19) is presently being used off-label or within a clinical trial.	positve	2021-01-22 01:30:35
357	No benefit of hydroxychloroquine on SARS-CoV-2 viral load reduction in non-critical hospitalized patients with COVID-19.	negative	2021-01-22 01:30:41
183	These findings indicate that hydroxychloroquine administration for Covid-19 patients hospitalized in ICU is not associated with improved outcomes.	negative	2021-01-22 01:30:55
450	Hydroxychloroquine (HCQ) has in vitro activity against SARS-CoV-2, but clinical data supporting HCQ for coronavirus disease 2019 (COVID-19) are limited.	negative	2021-01-22 01:31:09
458	We report a case of the successful recovery from severe COVID-19 of a kidney-transplanted patient treated with hydroxychloroquine, lopinavir/ritonavir, steroid, and tocilizumab.	positve	2021-01-22 01:31:26
4	After high-risk or moderate-risk exposure to Covid-19, hydroxychloroquine did not prevent illness compatible with Covid-19 or confirmed infection when used as postexposure prophylaxis within 4 days after exposure.	negative	2021-01-22 01:31:47
329	A comparison was conducted between subjects tested positive for SARS-CoV-2 and those found negative in terms of rate of administration of hydroxychloroquine/colchicine therapy.	neutral	2021-01-22 01:32:25
217	Primary Objective: To determine if pre-exposure prophylaxis (PrEP) with 400mg hydroxychloroquine (HCQ), taken orally once daily reduces microbiologically confirmed COVID-19 among front line health care workers at high risk for SARS-CoV-2 exposure.	neutral	2021-01-22 01:32:37
720	SIGNIFICANCE: Evaluating the potential role of COVID-19 treatments in patients with cancer in a large observational study, there was no statistically significant 30-day all-cause mortality benefit with hydroxychloroquine or high-dose corticosteroids alone or in combination; remdesivir showed potential benefit.	negative	2021-01-22 01:33:06
111	Nevertheless, there are anecdotal reports that some hospitals have begun to include AZ in combination with hydroxychloroquine or chloroquine (CQ) for treatment of COVID-19.	neutral	2021-01-22 01:33:31
700	Further, chloroquine and hydroxychloroquine, and off-label antiviral drugs, such as the nucleotide analogue remdesivir, HIV protease inhibitors lopinavir and ritonavir, broad-spectrum antiviral drugs arbidol and favipiravir as well as antiviral phytochemicals available to date may limit spread of SARS-CoV-2 and morbidity and mortality of COVID-19 pandemic.	positve	2021-01-22 01:33:47
367	Conclusions: One small (n=26), non-randomized, and flawed clinical trial supports hydroxychloroquine use in patients with COVID-19.	positve	2021-01-22 01:33:55
510	New Anti SARS-Cov-2 Targets for Quinoline Derivatives Chloroquine and Hydroxychloroquine.	positve	2021-01-22 01:34:25
113	The preliminary in vitro studies on viral infection models showed potential antiviral activities of type I and III interferons (IFNs), chloroquine (CQ)/hydroxychloroquine (HCQ), and azithromycin (AZM); however, the clinical studies on COVID-19 patients treated with CQ/HCQ and AZM led to controversies in different regions due to their adverse side effects, as well as their combined treatment could prolong the QT interval.	neutral	2021-01-22 01:34:58
608	In the absence of evidence of clinical benefits, the main risk is of exposing patients unnecessarily to the well-known adverse effects of hydroxychloroquine, with a possibly increased risk in the specific setting of COVID-19.	negative	2021-01-22 01:35:18
470	Delayed Presentation of Acute Generalized Exanthematous Pustulosis Following Treatment with Cefepime in a Patient with COVID-19 without the Use of Hydroxychloroquine.	neutral	2021-01-22 01:35:33
728	Several anti-viral drugs such as RNA dependent RNA polymerase inhibitors (remdesivir, favipiravir, ribavirin), protease inhibitors (lopinavir, ritonavir) and drugs targeting endocytic pathway (hydroxychloroquine) are being evaluated for COVID-19 but standard therapeutics yet not available.	neutral	2021-01-22 01:35:48
721	Efficacy of Hydroxychloroquine and Tocilizumab in Patients With COVID-19: Single-Center Retrospective Chart Review.	neutral	2021-01-22 01:36:02
133	Chloroquine and hydroxychloroquine are now being widely used for treatment of COVID-19.	positve	2021-01-22 01:36:07
300	Repurposing of well-known medications as antivirals: hydroxychloroquine and chloroquine - from HIV-1 infection to COVID-19.	positve	2021-01-22 01:36:43
656	In fact, drugs like hydroxychloroquine, dexamethasone, and tocilizumab have been studied for treatment of COVID-19.	neutral	2021-01-22 01:36:53
704	We further discussed that polymorphisms in ACE2 or TMPRSS2 could guide effective treatments (i.e., hydroxychloroquine and camostat) for COVID-19.	positve	2021-01-22 01:37:25
492	These screens have identified 20 anti-SARS-CoV-2 drugs including previously reported compounds such as hydroxychloroquine, amlodipine besylate, arbidol hydrochloride, tilorone 2HCl, dronedarone hydrochloride, mefloquine, and thioridazine hydrochloride.	positve	2021-01-22 01:38:02
338	• Hydroxychloroquine may have potential benefits for COVID-19 patients with SLE.	positve	2021-01-22 01:38:06
688	COVID-19 coronavirus research has overall low methodological quality thus far: case in point for chloroquine/hydroxychloroquine.	negative	2021-01-22 01:38:42
469	Hydroxychloroquine and chloroquine are currently being evaluated as treatment against COVID-19.	neutral	2021-01-22 01:38:53
318	Abbreviations: ACE2, angiotensin converting enzyme II; βCoV, betacoronavirus; COVID-19, Coronavirus Disease 2019; CQ, chloroquine; DMV, double-membrane vesicle; GI, gastrointestinal; HCQ, hydroxychloroquine; IL, interleukin; MAP1LC3/LC3, microtubule associated protein 1 light chain 3; MEFs, mouse embryonic fibroblasts; MERS-CoV, Middle East respiratory syndrome coronavirus; MHV, murine hepatitis virus; PE, phosphatidylethanolamine; SARS-CoV, severe acute respiratory syndrome coronavirus; SARS-CoV-2, severe acute respiratory syndrome coronavirus 2; TMPRSS2, transmembrane serine protease 2; TNF, tumor necrosis factor; WHO, World Health Organization.	neutral	2021-01-22 01:39:19
594	Some potential drugs have shown antiviral effects on SARS-CoV-2 infections, such as chloroquine, hydroxychloroquine, favipiravir, lopinavir/ritonavir, arbidol, interferon alpha, and remedsivir.	positve	2021-01-22 01:39:28
126	The ICMR bulletin on targeted hydroxychloroquine prophylaxis for Covid-19: Need to interpret with caution.	neutral	2021-01-22 01:39:39
122	COVID-19 Pandemic - A Narrative Review of the Potential Roles of Chloroquine and Hydroxychloroquine.	neutral	2021-01-22 01:39:49
59	The role of hydroxychloroquine (HCQ) in the treatment of COVID-19 is not fully known.	neutral	2021-01-22 01:39:54
61	Anti-malarial medicine chloroquine (CQ) and particularly its chemical analogue hydroxychloroquine (HCQ) have been recommended as promising candidate therapeutics that are now under either compassionate off-label use or clinical trials for the treatment of COVID-19 patients.	positve	2021-01-22 01:40:06
328	"Some disease-modifying agents commonly used to treat patients with rheumatic diseases/autoimmune disorders, such as hydroxychloroquine and colchicine, are under investigation as potential therapies for the 				S2		
32380315	organism	(COVID-19).onavirus	Coronavirus	D017934	BACKGROUND	S2	MeSH desc (Organisms)	C0206419
32380315	disease	355	379	coronavirus disease 2019	COVID-19	C000657245	BACKGROUND	S2	MeSH supp (Diseases)	CUI-less
32380315		379	380	                                     "	neutral	2021-01-22 10:36:19
553	Moreover, Chloroquine and hydroxychloroquine, drugs used to treat malaria and arthritis, respectively, were recommended by the National Health Commission of the People's Republic of China for treatment of COVID-19.	positve	2021-01-22 10:37:11
472	This report describes an unusual presentation of AGEP following treatment with cefepime for a urinary tract infection in a 78-year-old man who was found to be positive for SARS-CoV-2 infection, but was not treated with hydroxychloroquine.	neutral	2021-01-22 10:37:36
455	Hydroxychloroquine in the treatment of adult patients with Covid-19 infection in a primary care setting (LIBERTY): A structured summary of a study protocol for a randomised controlled trial.	neutral	2021-01-22 10:37:45
191	[Hydroxychloroquine and chloroquine for COVID-19: no evidence of effectiveness].	negative	2021-01-22 10:37:52
179	Time to diagnosis of positive COVID-19 disease (defined by record of date of symptoms onset and confirmed by laboratory test) RANDOMISATION: Participants will be randomised to either hydroxychloroquine dosed daily with weekly placebo, HCQ dosed weekly with daily placebo, or placebo dosed daily and weekly.	neutral	2021-01-22 10:38:16
705	Predictive factors for cardiac conduction abnormalities with hydroxychloroquine-containing combinations for COVID-19.	neutral	2021-01-22 10:38:53
533	Chloroquine and hydroxychloroquine are among several experimental treatments being investigated in the urgent response to the coronavirus disease-2019.	neutral	2021-01-22 10:39:14
317	Following administration of lopinavir/ritonavir and hydroxychloroquine with reduced immunosuppressant, he recovered from COVID-19.	positve	2021-01-22 10:39:44
658	Fatal arrhythmias: Another reason why doctors remain cautious about chloroquine/hydroxychloroquine for treating COVID-19.	negative	2021-01-22 10:39:54
52	Therapeutic use of chloroquine and hydroxychloroquine in COVID-19 and other viral infections: A narrative review.	neutral	2021-01-22 10:40:05
481	Lopinavir/ritonavir (7/1.75 μg/mL), hydroxychloroquine base (1 or 2 μg/mL), or a combination thereof were administered 1 hour after the inoculation of SARS-CoV-2 to Vero cells at a multiplicity of infection of 0.05.	neutral	2021-01-22 10:41:36
325	Case Report: Right Bundle Brunch Block and QTc Prolongation in a Patient with COVID-19 Treated with Hydroxychloroquine.	negative	2021-01-22 10:43:16
595	In this case, exacerbation began before COVID-19; she required ICU admission, non-invasive ventilatory support, and received hydroxychloroquine, lopinavir and ritonavir which were well tolerated.	positve	2021-01-22 10:43:48
352	Our results show that hydroxychloroquine for COVID-19 patients in mild to moderate cases in an outpatient setting, within the protocol recommendation and inclusion/exclusion criteria, is safe, highly tolerable, and with minimum side effects.	positve	2021-01-22 10:44:02
557	Despite the lack of such evidence, hydroxychloroquine has been used as a desperate attempt for prophylaxis and treatment of COVID-19.	negative	2021-01-22 10:44:28
666	Search terms were, COVID-19, treatment of coronavirus, COVID 19 and following terms; chloroquine, hydroxychloroquine, ibuprofen, ACE-inhibitors or angiotensin receptor blockers, cardiovascular disease, diarrhoea, liver, testis and gastrointestinal disease.	neutral	2021-01-22 10:44:36
131	We describe the case of a 61-year-old kidney transplant recipient with several comorbidities who was hospitalized and later received a diagnosis of COVID-19 pneumonia; the infection was successfully managed with the use of hydroxychloroquine and a single administration of tocilizumab, after immunosuppression reduction; the patient did not require mechanical ventilation.	positve	2021-01-22 10:44:56
487	A recent report identified significant reductions or disappearance of viral load in COVID-19 patients given a combination of hydroxychloroquine and azithromycin.	positve	2021-01-22 10:46:12
129	Expert opinion: Although strong evidence of well-designed randomized controlled studies regarding COVID-19 therapy is presently lacking, remdesivir, teicoplanin, hydroxychloroquine (not in combination with azithromycin), and ivermectin might be effective antiviral drugs and are deemed promising candidates for controlling SARS-CoV-2.	positve	2021-01-22 10:46:45
331	Hydroxychloroquine versus Azithromycin for Hospitalized Patients with Suspected or Confirmed COVID-19 (HAHPS).	neutral	2021-01-22 10:46:50
722	During the initial phases of the COVID-19 pandemic, there was an unfounded fervor surrounding the use of hydroxychloroquine (HCQ) and tocilizumab (TCZ); however, evidence on their efficacy and safety have been controversial.	negative	2021-01-22 10:47:08
536	So far, chloroquine, lopinavir, hydroxychloroquine, azithromycin, favipiravir, ribavirin, darunavir, remdesivir, and umifenovir have been tested in COVID-19 clinical trials.	neutral	2021-01-22 10:47:27
173	To evaluate the effectiveness of Hydroxychloroquine Phosphate/Sulfate (200 mg orally 8 hourly thrice a day for 5 days), versus oseltamivir (75 mg orally twice a day for 5 days), and versus Azithromycin (500 mg orally daily on day 1, followed by 250 mg orally twice a day on days 2-5) alone and in combination (in all seven groups), in clearing the coronavirus (COVID-19) nucleic acid from throat and nasal swab and in bringing about clinical improvement on day 7 of follow-up (primary outcomes).	neutral	2021-01-22 10:48:10
118	Hydroxychloroquine use in COVID-19: is the risk of cardiovascular toxicity justified?	neutral	2021-01-22 10:48:17
223	Hydroxychloroquine as antiviral prophylaxis for exposed caregivers to Covid-19: An urgent appraisal is needed.	neutral	2021-01-22 10:48:24
695	Hydroxychloroquine in patients with mainly mild to moderate coronavirus disease 2019: open label, randomised controlled trial.	neutral	2021-01-22 10:48:46
62	Clinical and microbiological effect of a combination of hydroxychloroquine and azithromycin in 80 COVID-19 patients with at least a six-day follow up: A pilot observational study.	neutral	2021-01-22 10:48:59
671	To assess the effectiveness of hydroxychloroquine in patients admitted to hospital with coronavirus disease 2019 (covid-19) pneumonia who require oxygen.	neutral	2021-01-22 10:49:39
41	Studies in any language reporting efficacy or safety outcomes from hydroxychloroquine or chloroquine use in any setting in adults or children with suspected COVID-19 or at risk for SARS-CoV-2 infection.	positve	2021-01-22 10:49:49
494	SARS-CoV-2/HIV-1-coinfected female patient under darunavir/cobicistat regimen received a 7-days hydroxychloroquine therapy.	neutral	2021-01-22 10:50:13
438	Hydroxychloroquine and lopinavir/ritonavir have been used as experimental therapies to treat COVID-19 during the first wave of the pandemic.	positve	2021-01-22 10:50:23
16	To describe the association between use of hydroxychloroquine, with or without azithromycin, and clinical outcomes among hospital inpatients diagnosed with COVID-19.	neutral	2021-01-22 10:55:15
103	QT interval prolongation and torsade de pointes in patients with COVID-19 treated with hydroxychloroquine/azithromycin.	negative	2021-01-22 10:55:22
575	Although the trigger leading to our patient's hemolytic sequelae will never be known with certainty, his clinical course suggests that hydroxychloroquine use and/or COVID-19 infection may trigger hemolysis in susceptible patients with G6PD deficiency.	negative	2021-01-22 10:56:36
304	A case report of serious haemolysis in a glucose-6-phosphate dehydrogenase-deficient COVID-19 patient receiving hydroxychloroquine.	negative	2021-01-22 10:56:59
639	Optimization of hydroxychloroquine dosing scheme based on COVID-19 patients' characteristics: a review of the literature and simulations.	neutral	2021-01-22 10:57:39
599	"As the coronavirus disease 19 (COVID-19) global pandemic rages across the globe, the race to prevent and treat this deadly disease has led to the 				S2		
323repurposing3of	drugs	such	as2hydroxychloroquine	and2lopinavir/ritonavir,	which2havebthelpotentialIfor2unwantedaQT-interval	prolongation5and1a	risk3of	drug-induced sudden cardiac death.                                                                                                                                                                 "	negative	2021-01-22 10:58:35
559	Hydroxychloroquine (HCQ) has been largely used and investigated as therapy for COVID-19 across various settings at a total dose usually ranging from 2400 mg to 9600 mg.	positve	2021-01-22 10:58:49
442	[Lack of clinical evidence for the use of hydroxychloroquine to treat SARS-CoV-2 infection].	negative	2021-01-22 10:58:55
283	Facts and Myths: Efficacies of Repurposing Chloroquine and Hydroxychloroquine for the Treatment of COVID-19.	neutral	2021-01-22 10:59:07
294	Characteristics, Treatment Outcomes and Role of Hydroxychloroquine among 522 COVID-19 hospitalized patients in Jaipur City: An Epidemio-Clinical Study.	neutral	2021-01-22 10:59:15
245	Effect of hydroxychloroquine on prevention of COVID-19 virus infection among healthcare professionals: a structured summary of a study protocol for a randomised controlled trial.	neutral	2021-01-22 10:59:39
344	Chloroquine (CQ) and its analogue hydroxychloroquine (HCQ) have been thrust into our everyday vernacular because some believe, based on very limited basic and clinical data, that they might be helpful in preventing and/or lessening the severity of the pandemic coronavirus disease 2019 (COVID-19).	neutral	2021-01-22 11:00:34
25	Hydroxychloroquine in Nonhospitalized Adults With Early COVID-19 : A Randomized Trial.	neutral	2021-01-22 11:00:47
627	In this moments, of extreme gravity in which we find ourselves, and in the uncertainty face about the most effective treatment against COVID-19 disease and with the aim of find the evidence that support the chloroquine/hydroxychloroquine use recommendation to treat COVID-19 disease, a systematic review of published studies and RCT studies publishes until April 28, 2020 was carried out.	neutral	2021-01-22 11:01:59
132	QT prolongation, torsades de pointes, and sudden death with short courses of chloroquine or hydroxychloroquine as used in COVID-19: A systematic review.	neutral	2021-01-22 11:02:07
40	To summarize evidence about the benefits and harms of hydroxychloroquine or chloroquine for the treatment or prophylaxis of coronavirus disease 2019 (COVID-19).	neutral	2021-01-22 11:02:16
547	Conclusion: Mortality for COVID-19 was greater in cancer patients when compared with noncancer patients, worse prognosis for older age, women and patients treated with hydroxychloroquine alone.	neutral	2021-01-22 11:03:03
75	The antimalarial drug chloroquine (CQ) and its metabolite hydroxychloroquine (HCQ) are currently being tested in several clinical studies as potential candidates to limit SARS-CoV-2-mediated morbidity and mortality.	neutral	2021-01-22 11:03:33
176	1) To determine whether chemoprophylaxis with daily versus weekly dosing of hydroxychloroquine increases time to contracting COVID-19 disease in frontline healthcare workers.	neutral	2021-01-22 11:03:42
565	Hydroxychloroquine and azithromycin combination therapy is often prescribed for coronavirus disease 2019 (COVID-19).	positve	2021-01-22 11:03:50
610	Sixty-six publications and 111 clinical trials were recognized as eligible, reporting the efficacy of the immunomodulatory agents, including corticosteroids, hydroxychloroquine, passive and cytokine-targeted therapies, mesenchymal stem cells, and blood-purification therapy, in COVID-19 patients.	neutral	2021-01-22 11:05:51
23	In this observational study involving patients with Covid-19 who had been admitted to the hospital, hydroxychloroquine administration was not associated with either a greatly lowered or an increased risk of the composite end point of intubation or death.	neutral	2021-01-22 11:06:35
436	Hydroxychloroquine as an aerosol might markedly reduce and even prevent severe clinical symptoms after SARS-CoV-2 infection.	positve	2021-01-22 11:06:44
736	Treatment for COVID-19 included frequently hydroxychloroquine, azithromycin, high-dose steroids, lopinavir/ritonavir, and tocilizumab.	positve	2021-01-22 11:07:33
669	Patients had SARS-CoV-2 related pneumonia with respiratory failure, and were treated with hydroxychloroquine and lopinavir plus ritonavir.	positve	2021-01-22 11:07:40
205	Number of drugs such as remdesivir, favipiravir, ribavirin, lopinavir, ritonavir, darunavir, arbidol, chloroquine, hydroxychloroquine, tocilizumab and interferons have shown inhibitory effects against the SARS-CoV2 in-vitro as well as in clinical conditions.	positve	2021-01-22 11:07:49
105	In this review, we highlight hydroxychloroquine (HCQ) as a potential agent to prevent coronavirus disease 2019 (COVID-19) and reduce as well as shorten clinical symptoms.	positve	2021-01-22 11:08:44
321	To determine if lopinavir/ritonavir +/- hydroxychloroquine will reduce the proportion of participants who survive without requiring ventilatory support, 15 days after enrolment, in adult participants with non-critically ill SARS-CoV-2 infection.	neutral	2021-01-22 11:09:20
343	Janus sword actions of chloroquine and hydroxychloroquine against COVID-19.	neutral	2021-01-22 11:11:32
208	To evaluate the effect of the combination of hydroxychloroquine (HCQ) and standard personal protective equipment (PPE) compared to the use of standard personal protective equipment alone on the proportion of laboratory confirmed COVID-19 infections among frontline healthcare workers(HCWs) in India TRIAL DESIGN: HOPE is an investigator initiated multi-centre open-label parallel group randomized controlled trial.	neutral	2021-01-22 11:12:30
309	Among SOT recipients, COVID-19-related treatment with hydroxychloroquine (HCQ) was associated with 10-fold higher hazard of death compared to without HCQ (hazard ratio = 10.62 [1.24-91.09]).	negative	2021-01-22 11:13:10
685	Use of hydroxychloroquine and interferon alpha-2b for the prophylaxis of COVID-19.	positve	2021-01-22 11:13:35
672	Hydroxychloroquine has received worldwide attention as a potential treatment for covid-19 because of positive results from small studies.	positve	2021-01-22 11:13:44
495	The severe pneumonia observed in SARS-CoV-2/HIV-1-positive patient under protease inhibitors was reversed by a 7-days hydroxychloroquine therapy.	positve	2021-01-22 11:14:18
215	Hydroxychloroquine (HCQ) has been used for the treatment of novel coronavirus disease (COVID-19) cases.	positve	2021-01-22 11:14:24
140	The exclusion criteria will include known sensitivity to Hydroxychloroquine, weight below 35 kilograms, history of retinopathy, history of any cardiac disease, acute respiratory tract infection in the last 2 months, having COVID-19 in the first two weeks of entering the trial, having Diabetes Mellitus, having an immuno-suppressive disease other than cancer, having chronic pulmonary disease and taking immuno-suppressant drug other than chemotherapeutic agents for current cancer.	neutral	2021-01-22 11:15:28
36	A systematic review of the prophylactic role of chloroquine and hydroxychloroquine in coronavirus disease-19 (COVID-19).	neutral	2021-01-22 11:15:33
144	Many concerns still exist regarding the safety of hydroxychloroquine (HCQ) in the treatment of Coronavirus Disease 2019 (COVID-19).	negative	2021-01-22 11:15:42
377	To compare the safety and efficacy of Hydroxychloroquine with Ribavirin and standard treatment in patients with non-severe COVID-19 infection 2.	neutral	2021-01-22 11:15:54
197	The main objective of the present study is to evaluate the efficacy of hydroxychloroquine for (I) the prevention of COVID-19 or related symptoms in SARS-CoV-2-exposed subjects, such as as household members/contacts of COVID-19 patients and (II) the treatment of early-phase asymptomatic or paucisymptomatic COVID-19 patients.	neutral	2021-01-22 11:17:52
31	Is hydroxychloroquine beneficial for COVID-19 patients?	neutral	2021-01-22 11:17:55
221	As secondary objectives, we would like to: i) assess the efficacy of the use of PrEP with hydroxychloroquine against placebo in healthcare workers with high risk of SARS-CoV-2 infection in reducing their risk of exposure to SARS-CoV-2 (defined by seroconversion) during an epidemic period, ii) evaluate the safety of PrEP with hydroxychloroquine in adults, iii) describe the incidence of SARS-CoV-2 infection among healthcare workers at high risk of SARS-CoV-2 infection, iv) identify clinical, analytical and microbiological predictors of COVID-19 among healthcare workers at high risk of SARS-CoV-2 infection, v) set up a repository of serum samples obtained from healthcare workers at high risk of SARS-CoV-2 infection for future research on blood markers to predict SARS-CoV-2 infection.	neutral	2021-01-22 11:18:13
687	Although there are ongoing clinical trials to test the efficacy of hydroxychloroquine for prophylaxis, there has not been any proposal to test the efficacy of IFN α-2b together with hydroxychloroquine to increase protection against COVID-19.	neutral	2021-01-22 11:18:29
618	On March 20, the Food and Drug Administration (FDA) issued an emergency use authorization (EUA) for chloroquine phosphate and hydroxychloroquine sulfate in the Strategic National Stockpile to be used by licensed health care providers to treat patients hospitalized with COVID-19 when the providers determine the potential benefit outweighs the potential risk to the patient.	positve	2021-01-22 11:19:28
10	Effect of Hydroxychloroquine in Hospitalized Patients with Covid-19.	neutral	2021-01-22 11:19:32
478	Due to the rapid onset and spread of the COVID-19 pandemic, the treatment of COVID-19 patients by hydroxychloroquine alone or in combination with other drugs has captured a great deal of attention and triggered considerable debate.	neutral	2021-01-22 11:21:07
196	Hydroxychloroquine has shown to have antiviral activity in vitro against coronaviruses, specifically SARS-CoV-2.	positve	2021-01-22 11:21:13
482	However, hydroxychloroquine did not show significant inhibitory effects on anti-SARS-CoV-2-mediated cytotoxicity or on viral load at either concentration.	negative	2021-01-22 11:22:03
56	In view of recent studies and discussion on chloroquine and hydroxychloroquine (HCQ), we aimed to review existing literature and relevant websites regarding these drugs and COVID-19, adverse effects related to drugs, and related guidelines.	neutral	2021-01-22 11:22:14
692	Hydroxychloroquine for prophylaxis of COVID-19 physicians survey: Despite lack of evidence, many would take or give to dear ones, and despite the perceived necessity of an RCT, few would participate.		2021-01-22 11:22:16
123	It included studies reporting chloroquine and hydroxychloroquine effects and adverse effects against COVID-19.		2021-01-22 11:22:19
506	Chronic exposure of hydroxychloroquine in the treatment of COVID-19 may have multiple adverse effects on human physiology, such as cardiac arrhythmias.		2021-01-22 11:22:21
646	Various drugs are being tried for the treatment of COVID-19, including hydroxychloroquine (HCQ).		2021-01-22 11:22:22
378	To compare the safety and efficacy of standard treatment, Lopinavir-ritonavir with Ribavarin, and Hydroxychloroquine with Ribavirin in patients with severe COVID-19 infection TRIAL DESIGN: The study is an Open label, Parallel arm design, stratified randomised controlled trial.		2021-01-22 11:22:24
638	During their treatment with hydroxychloroquine (HCQ), azithromycin and favipiravir, ventricular tachycardia episodes were observed in in two COVID-19 patients during their hospitalization in the intensive care unit.		2021-01-22 11:22:25
156	Nevertheless, chloroquine and hydroxychloroquine are being studied alone or in combination with other agents to assess their effectiveness in the treatment or prophylaxis for COVID-19.		2021-01-22 11:22:27
171	Dual therapy by combining appropriate doses of these two medications with diverse activities against COVID-19 is expected to be better than monotherapy with hydroxychloroquine.		2021-01-22 11:22:28
588	The article addresses in detail ineffectiveness and potential danger of hydroxychloroquine, which demonstrated neither a decrease in the time of clinical recovery nor any improvement of prognosis for patients with COVID-19.		2021-01-22 11:22:30
145	Another promising alternative is hydroxychloroquine (200 mg thrice daily) plus azithromycin (500 mg on day 1, followed by 250 mg once daily on day 2-5), which showed excellent clinical efficacy on Chinese COVID-19 patients and anti-SARS-CoV-2 potency in vitro.		2021-01-22 11:22:31
678	Hydroxychloroquine (HCQ) was proposed as potential treatment for COVID-19.		2021-01-22 11:22:33
250	36 patients received hydroxychloroquine and were age- and sex-matched to 72 patients with COVID-19 who received supportive care.		2021-01-22 11:22:35
463	In addition, clinical practice guidelines provide no clear consensus on the role of chloroquine or hydroxychloroquine for the management of COVID-19.		2021-01-22 11:22:38
415	Recent clinical evidence didn't confirm the beneficial role of lopinavir/ritonavir and chloroquine/hydroxychloroquine for COVID-19 patients and their use was reassessed.		2021-01-22 11:22:40
625	Covid-19 patients received hydroxychloroquine and azithromycin according to prevalent guidelines.		2021-01-22 11:22:41
602	The mechanisms of hydroxychloroquine are related to potential cardiotoxic manifestations and demonstrate potential adverse effects when used for coronavirus disease 2019 (COVID-19).		2021-01-22 11:22:43
684	Specifically, we propose that the lysosomotropic effects of hydroxychloroquine and several other drugs undergoing testing may be responsible for their demonstrated in vitro antiviral activities against COVID-19.		2021-01-22 11:22:44
146	A systematic review on the efficacy and safety of chloroquine/hydroxychloroquine for COVID-19.		2021-01-22 11:22:46
287	Hydroxychloroquine (HCQ), a repurposed antimalarial drug, was empirically recommended as prophylaxis by the National COVID-19 Task Force in India to cover such added risk.		2021-01-22 11:22:48
